real_stock_id	warehouse_id	item_id	item_code	item_name	current_quantity	reserved_quantity	parent_available_qty	lot_pickable_qty	missing_qty	reason	default_location_status	default_location_code	z00_code	z00_flags	z00_floor_id
50395	91	153498	153498	　フォルタン　シャルドネ　１８７ｍｌ	45	0	45	0	45	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
11560	4	142404	142404	　サントリー　パーフェクトサントリービール３５０ｍｌ	430	0	430	386	44	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
11617	4	184068	184068	　キリン　のどごし＜生＞　５００ｍｌ	177	0	177	133	44	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
44026	22	147084	147084	　サントリー　金麦　糖質ｏｆｆ３５０ｍｌ	291	0	291	247	44	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
12298	4	143060	143060	◎キリン　一番搾り５００ｍｌ	169	0	169	126	43	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
27520	91	210594	210594	　サントリー　ゼロッパ　５００ｍｌ	42	0	42	0	42	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
23799	91	471017	471017	　福千歳　７２０ｍｌ　共通カートン１枚	42	0	42	0	42	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
51765	22	112506	112506	　黒龍　九頭龍　逸品１．８Ｌ	41	0	41	0	41	NO_PICKABLE_LOT	NO_DEFAULT_LOCATION		Z-0-0	8	NULL
48142	71	147271	147271	　サントリー　金麦　ザ・ラガー３５０ｍｌ	41	0	41	0	41	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
46089	91	120000	120000	部システム １２０ 	41	0	41	0	41	NO_PICKABLE_LOT	NO_DEFAULT_LOCATION		Z-0-0	8	NULL
17788	1	141037	141037	○キリン　一番搾り　中瓶５００ｍｌ	82	0	82	42	40	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
2477	3	143085	143085	　サッポロ　エビス３５０ｍｌ	262	0	262	222	40	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
36110	9	141037	141037	○キリン　一番搾り　中瓶５００ｍｌ	81	0	81	41	40	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
44938	9	210923	210923	　但馬の天然水５５０ｍｌ	496	0	496	456	40	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
49591	11	141027	141027	◎キリン　ラガー　大瓶６３３ｍｌ	455	0	455	415	40	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
49602	11	141078	141078	　サントリープレミアムモルツ　中瓶５００ｍｌ	54	0	54	14	40	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
52131	91	111118	111118	○松竹梅上撰　３００ｍｌ	40	0	40	0	40	NO_PICKABLE_LOT	NO_DEFAULT_LOCATION		Z-0-0	8	NULL
23798	91	471015	471015	　永平寺白龍　１．８Ｌ　１本　共通カートン１枚	40	0	40	0	40	NO_PICKABLE_LOT	NO_DEFAULT_LOCATION		Z-0-0	8	NULL
23804	91	471100	471100	　一本義二本用箱	40	0	40	0	40	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
33652	91	157241	157241	　サンタヘレナ　アルパカ　シャルドネセミヨン　７５０ｍｌ	39	0	39	0	39	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
23803	91	471099	471099	　一本義一本用箱	39	0	39	0	39	NO_PICKABLE_LOT	NO_DEFAULT_LOCATION		Z-0-0	8	NULL
